type;varietal;food
Red Wine;Cabernet Sauvignon;Black Pepper
Beer;Beer;Black Pepper
Liquor;Creme de Cassis;Black Currants
White Wine;White Wine;Black Cod
White Wine;Chardonnay;Black Cod
Sherry;Sherry, Oloroso;Black Been
Red Wine;Cahors AOC;Black Been
Red Wine;Cotes du Rhone, Red;Black Been
Red Wine;Rhone, Red Wine;Black Beans
Juice;Orange Juice, Sparkling;Black Beans
Liquor;Madeira based Cocktails;Black Beans
Beer;Beer;Black Beans
Dessert Wine;Barsac;Black Beans
White Wine;Vouvray;Black Bean Sauce
White Wine;Riesling;Black Bean Sauce
White Wine;Gewurztraminer;Black Bean Sauce
Other;Tannic Wine;Bitter Food
White Wine;Sauvignon Blanc;Bitter Food
Red Wine;Pinot Noir;Bitter Food
Red Wine;Cabernet Sauvignon;Bitter Food
Red Wine;Roseo di Montalcino;Bistecca Alla Fiorentina
Red Wine;Chianti DOCG;Bistecca Alla Fiorentina
Red Wine;Brunello di Montalcino (DOCG);Bistecca Alla Fiorentina
Beer;Porter;Bison
Beer;American Brown Ale;Bison
Sparkling Wine;Prosecco;Biscottie Nutty
Port;Port, Tawny;Biscottie Nutty
Red Wine;Zinfandel;Biscotti
Dessert Wine;Vin Santo;Biscotti
Sherry;Sherry, Sweet;Biscotti
Sherry;Sherry, PX;Biscotti
Sherry;Sherry, Cream;Biscotti
Red Wine;Rhone, Red Wine;Biscotti
Dessert Wine;Muscat, Orange;Biscotti
Dessert Wine;Marsala;Biscotti
Dessert Wine;Late Harvest White Wines;Biscotti
Dessert Wine;Ice Wine;Biscotti
Coffee;Espresso;Biscotti
Sparkling Wine;Asti Spumante, (DOCG);Biscotti
White Wine;White Wine;Biryani with Saffron flavoured rice
Red Wine;Pinot Noir;Biryani
Red Wine;Pinot Noir;Biryani
Tea;Tea;Birthday Cake
Sparkling Wine;Prosecco;Birthday Cake
Dairy;Milk;Birthday Cake
Red Wine;Red Wine;Beyos Cheese
White Wine;Vouvray Sweet Viscous White Wine;Berry Desserts
Port;Port, Vintage;Berry Desserts
Port;Port, Ruby;Berry Desserts
Port;Port;Berry Desserts
Dessert Wine;Muscat, Orange;Berry Desserts
Dessert Wine;Muscat, Black;Berry Desserts
Dessert Wine;Late Harvest Wines;Berry Desserts
Dessert Wine;Late Harvest Riesling;Berry Desserts
Dessert Wine;Ice Wine;Berry Desserts
Red Wine;Zinfandel;Berries
Sparkling Wine;Sparkling Wine, Dry;Berries
Sparkling Wine;Sparkling Wine;Berries
Rose;Rose;Berries
Dessert Wine;Riesling, Late Harvest;Berries
White Wine;Riesling;Berries
Port;Port;Berries
Red Wine;Pinot Noir;Berries
Dessert Wine;Muscat, Sweet;Berries
White Wine;Muscat, Off-Dry;Berries
Dessert Wine;Muscat;Berries
Liquor;Framboise based cocktails;Berries
Sparkling Wine;Champagne, Rose;Berries
Red Wine;Cahors AOC;Berries
Red Wine;Cabernet Sauvignon;Berries
Red Wine;Cabernet Franc;Berries
Other;Brachetto d'Acqui;Berries
Red Wine;Beaujolais;Berries
Sparkling Wine;Asti Spumante, (DOCG);Berries
White Wine;Chardonnay;Bel Paese Cheese
Red Wine;Barbera DOC;Bel Paese Cheese
Beer;Witbier/Belgian White Beer;Beets
White Wine;Sauvignon Blanc;Beets
White Wine;Sauvignon Blanc;Beets
White Wine;Sancerre;Beets
Rose;Rose;Beets
White Wine;Riesling;Beets
Red Wine;Pinot Noir;Beets
White Wine;Pinot Gris, Alsace;Beets
Red Wine;Merlot;Beets
Juice;Lemon Based Drinks;Beets
White Wine;Gewurztraminer;Beets
Beer;Doppelbock;Beets
Red Wine;Cabernet Sauvignon;Beets
Red Wine;Cotes du Rhone, Red;Beets
Beer;Abbey Beer;Beets
White Wine;Sauvignon Blanc;Beet Salad with Goat Cheese
White Wine;Pinot Blanc;Beet Salad with Goat Cheese
White Wine;Sauvignon Blanc;Beet and Arugula Salad
Beer;Beer;Beef with Gravy
Red Wine;Burgundy, Red;Beef with Ginger
Red Wine;Brunello di Montalcino (DOCG);Beef with Ginger
Red Wine;Bordeaux AOC Red;Beef with a Bordeaux Wine Sauce
Other;Rioja, Red or White;Beef Wellington
Red Wine;Pinot Noir;Beef Wellington
Red Wine;Burgundy, Red;Beef Wellington
Red Wine;Bordeaux AOC Red;Beef Wellington
Red Wine;Merlot;Beef Tenderloin
Beer;India Pale Ale - IPA;Beef Tenderloin
Red Wine;Burgundy, Red;Beef Tenderloin
Red Wine;Zinfandel;Beef Tacos
Red Wine;Tempranillo, Spain;Beef Tacos
Red Wine;Syrah, France;Beef Tacos
Red Wine;Syrah;Beef Tacos
Red Wine;Syrah;Beef Tacos
Red Wine;Merlot;Beef Tacos
Red Wine;Cabernet Sauvignon;Beef Tacos
Pop;Aguas Frescas;Beef Tacos
Red Wine;Zinfandel;Beef Strognaoff
Red Wine;Rhone, Red Wine;Beef Strognaoff
Red Wine;Merlot;Beef Strognaoff
Other;Hermitage, Red/White;Beef Strognaoff
Red Wine;Cabernet Sauvignon;Beef Strognaoff
Red Wine;Cotes du Rhone, Red;Beef Strognaoff
Red Wine;Brunello di Montalcino (DOCG);Beef Strognaoff
Red Wine;Bordeaux AOC Red;Beef Strognaoff
Red Wine;Barbera DOC;Beef Strognaoff
White Wine;Riesling;Beef Stir Fried
Red Wine;Cabernet Sauvignon;Beef Stir Fried
Red Wine;Zinfandel;Beef Stew
Red Wine;Syrah;Beef Stew
Red Wine;Shiraz;Beef Stew
Other;Rioja, Red or White;Beef Stew
Red Wine;Rhone, Red Wine;Beef Stew
Red Wine;Pinot Noir;Beef Stew
Red Wine;Nebbiolo;Beef Stew
Red Wine;Malbec;Beef Stew
Beer;English Brown Ale;Beef Stew
Red Wine;Crozes Hermitage, Red;Beef Stew
Red Wine;Chateauneuf du Pape, Red;Beef Stew
Red Wine;Cabernet Sauvignon;Beef Stew
Red Wine;Cabernet Sauvignon;Beef Stew
Other;Cotes du Rhone, Red/White;Beef Stew
Red Wine;Bordeaux AOC Red;Beef Stew
Beer;Beer;Beef Stew
Red Wine;Barolo;Beef Stew
Beer;Ale;Beef Stew
Red Wine;Zinfandel;Beef Short Ribs
Beer;Weisse/Weissbier;Beef Short Ribs
Beer;Trappist;Beef Short Ribs
Red Wine;Syrah;Beef Short Ribs
Red Wine;Shiraz;Beef Short Ribs
Other;Rioja, Red or White;Beef Short Ribs
Red Wine;Ribera del Duero, Red;Beef Short Ribs
Red Wine;Petite Sirah;Beef Short Ribs
Red Wine;Cabernet Sauvignon;Beef Short Ribs
Red Wine;Zinfandel;Beef Roast
Red Wine;Taurasi;Beef Roast
Red Wine;Syrah;Beef Roast
Red Wine;Shiraz;Beef Roast
Red Wine;Ribera del Duero, Red;Beef Roast
Red Wine;Priorato, Red;Beef Roast
Red Wine;Pinot Noir;Beef Roast
Beer;Pale Ale;Beef Roast
Red Wine;Merlot;Beef Roast
Red Wine;Malbec;Beef Roast
Red Wine;Chateauneuf du Pape, Red;Beef Roast
Red Wine;Cabernet Sauvignon;Beef Roast
Red Wine;Cotes de Provence, Red AOC;Beef Roast
Red Wine;Burgundy, Red;Beef Roast
Red Wine;Bordeaux AOC Red;Beef Roast
Red Wine;Barolo;Beef Roast
Red Wine;Barbera DOC;Beef Roast
Red Wine;Barbaresco DOCG;Beef Roast
Beer;Ale, British;Beef Roast
Red Wine;Zinfandel;Beef Ribs Barbecued
White Wine;White Zinfandel;Beef Ribs Barbecued
Beer;Wheat Beer;Beef Ribs Barbecued
Other;Tannic Wine;Beef Ribs Barbecued
Red Wine;Syrah;Beef Ribs Barbecued
Red Wine;Rosedo;Beef Ribs Barbecued
Rose;Rose;Beef Ribs Barbecued
Red Wine;Pinot Noir;Beef Ribs Barbecued
Red Wine;Garnacha;Beef Ribs Barbecued
Red Wine;Chateauneuf du Pape, Red;Beef Ribs Barbecued
Red Wine;Cabernet Sauvignon;Beef Ribs Barbecued
Red Wine;Cabernet Franc;Beef Ribs Barbecued
Red Wine;Cotes du Rhone, Red;Beef Ribs Barbecued
Red Wine;Cotes du Rhone Villages, Red;Beef Ribs Barbecued
Beer;Beer;Beef Ribs Barbecued
Red Wine;Barbera DOC;Beef Ribs Barbecued
Red Wine;Baco Noir;Beef Ribs Barbecued
Red Wine;Pinot Noir;Beef Rib Roast
Red Wine;Pinot Noir;Beef Rib Roast
Red Wine;Pinot Noir;Beef Rib Roast
Red Wine;Montefalco Roseo DOC;Beef Rib Roast
Red Wine;Merlot;Beef Rib Roast
Red Wine;Malbec;Beef Rib Roast
Red Wine;Cabernet Sauvignon;Beef Rib Roast
Red Wine;Burgundy, Red;Beef Rib Roast
Red Wine;Bordeaux AOC Red;Beef Rib Roast
Red Wine;Zinfandel;Beef Prime Rib
Red Wine;Shiraz;Beef Prime Rib
Red Wine;Pinot Noir;Beef Prime Rib
Red Wine;Merlot;Beef Prime Rib
Red Wine;Gamay;Beef Prime Rib
Red Wine;Chianti Classico, Riserva DOCG;Beef Prime Rib
Red Wine;Cabernet Sauvignon;Beef Prime Rib
Red Wine;Burgundy, Red;Beef Prime Rib
Red Wine;Zinfandel;Beef Pot Roast
Red Wine;Merlot;Beef Pot Roast
Red Wine;Cabernet Sauvignon;Beef Pot Roast
Red Wine;Shiraz;Beef Grilled Asian
Beer;Sake;Beef Grilled Asian
Red Wine;Zinfandel;Beef Goulash
Red Wine;Ribera del Duero, Red;Beef Goulash
Red Wine;Zinfandel;Beef Curry Dishes
Red Wine;Beaujolais;Beef Curry Dishes
Red Wine;Zinfandel;Beef Casserole
Red Wine;Syrah;Beef Casserole
Red Wine;Shiraz;Beef Casserole
Red Wine;Cabernet Sauvignon;Beef Casserole
Red Wine;Sangiovese;Beef Carpaccio
Rose;Rose;Beef Carpaccio
Red Wine;Pinot Noir;Beef Carpaccio
Sparkling Wine;Champagne, Rose;Beef Carpaccio
Red Wine;Barolo;Beef Carpaccio
Red Wine;Barbera DOC;Beef Carpaccio
Red Wine;Barbaresco DOCG;Beef Carpaccio
Red Wine;Arneis;Beef Carpaccio
Red Wine;Malbec;Beef Carne Asada
Red Wine;Zinfandel;Beef Brisket
Red Wine;Shiraz;Beef Brisket
Red Wine;Chianti DOCG;Beef Brisket
Beer;Beer;Beef Braised in Beer
Red Wine;Zinfandel;Beef Braised
Beer;Weisse/Weissbier;Beef Braised
Beer;Trappist;Beef Braised
Rose;Rose;Beef Braised
Red Wine;Rhone, Red Wine;Beef Braised
Beer;Chimay;Beef Braised
Red Wine;Chianti DOCG;Beef Braised
Red Wine;Chianti Classico DOCG;Beef Braised
Red Wine;Cotes du Rhone, Red;Beef Braised
Red Wine;Burgundy, Red;Beef Braised
Red Wine;Beaujolais;Beef Braised
Red Wine;Barolo;Beef Braised
Red Wine;Barbera DOC;Beef Braised
Red Wine;Barbaresco DOCG;Beef Braised
Red Wine;Aglianico;Beef Braised
Red Wine;Beaujolais;Beef Boiled
Red Wine;Zinfandel;Beef
Tea;Tea, Black;Beef
Tea;Tea;Beef
Red Wine;Syrah;Beef
Red Wine;Shiraz;Beef
Sherry;Sherry, Oloroso;Beef
Other;Rioja, Red or White;Beef
Red Wine;Rhone, Red Wine;Beef
Beer;Porter, Dry;Beef
Red Wine;Pinot Noir;Beef
White Wine;Pinot Gris, Alsace;Beef
Beer;Pale Ale;Beef
Tea;Oolong;Beef
Red Wine;Merlot;Beef
Fortified Wine;Madeira based Cocktails;Beef
Red Wine;Dolcetto;Beef
Red Wine;Chianti DOCG;Beef
Red Wine;Chateauneuf du Pape, Red;Beef
Red Wine;Cabernet Sauvignon;Beef
Red Wine;Burgundy, Red;Beef
Red Wine;Brunello di Montalcino (DOCG);Beef
Red Wine;Bordeaux AOC Red;Beef
Beer;Belgian Ale;Beef
Beer;Beer;Beef
Red Wine;Beaujolais;Beef
Red Wine;Barolo;Beef
Red Wine;Barbaresco DOCG;Beef
White Wine;Sauternes;Beaufort Cheese
Red Wine;Rhone, Red Wine;Beaufort Cheese
Red Wine;Pinot Noir;Beaufort Cheese
White Wine;Hermitage, White;Beaufort Cheese
Sparkling Wine;Champagne, Blanc de Noirs;Beaufort Cheese
Red Wine;Chateauneuf du Pape, Red;Beaufort Cheese
Red Wine;Cotes du Rhone Villages, Red;Beaufort Cheese
White Wine;Burgundy, White;Beaufort Cheese
Red Wine;Bordeaux AOC Red;Beaufort Cheese
Red Wine;Zinfandel;Bean and Bacon
Red Wine;Syrah;Bean and Bacon
Red Wine;Shiraz;Bean and Bacon
Red Wine;Pinot Noir;Bean and Bacon
Red Wine;Chianti DOCG;Bean and Bacon
Red Wine;Zinfandel;Bay Leaf
White Wine;Sauvignon Blanc;Bay Leaf
Red Wine;Sangiovese;Bay Leaf
Red Wine;Pinotage;Bay Leaf
Red Wine;Chianti DOCG;Bay Leaf
Red Wine;Cabernet Sauvignon;Bay Leaf
Red Wine;Barbera DOC;Bay Leaf
Beer;Weisse/Weissbier;Bass
White Wine;Soave (Superiore);Bass
White Wine;Sauvignon Blanc;Bass
White Wine;Sancerre;Bass
White Wine;Riesling;Bass
White Wine;Pouilly Fume;Bass
White Wine;Pinot Bianco;Bass
Beer;Pilsner;Bass
White Wine;Muscadet;Bass
Sparkling Wine;Champagne;Bass
White Wine;Chablis;Bass
Red Wine;Zinfandel;Basil
White Wine;White Zinfandel;Basil
Red Wine;Syrah;Basil
White Wine;Soave (Superiore);Basil
Red Wine;Shiraz;Basil
White Wine;Sauvignon Blanc;Basil
Rose;Rose;Basil
White Wine;Pinot Grigio;Basil
White Wine;Orvieto (DOC);Basil
Red Wine;Nebbiolo;Basil
Red Wine;Merlot;Basil
White Wine;Gavi/Cortese di Gavi (DOCG);Basil
Red Wine;Chianti DOCG;Basil
White Wine;Chardonnay, Unoaked;Basil
Rose;Champagne, Rose;Basil
White Wine;Chateauneuf du Pape, White;Basil
Red Wine;Cabernet Sauvignon;Basil
Red Wine;Petit Verdot;Barbecued Lamb
White Wine;Sauvignon Blanc;Barbecued Fish
Red Wine;Zinfandel;Barbecued Chicken with Barbacue Sauce
Red Wine;Syrah;Barbecued Chicken with Barbacue Sauce
Beer;Smoked Beer;Barbecued Chicken with Barbacue Sauce
Red Wine;Shiraz;Barbecued Chicken with Barbacue Sauce
White Wine;Riesling;Barbecued Chicken with Barbacue Sauce
Beer;Porter;Barbecued Chicken with Barbacue Sauce
White Wine;Chenin Blanc;Barbecued Chicken with Barbacue Sauce
White Wine;Chardonnay;Barbecued Chicken with Barbacue Sauce
Beer;American Brown Ale;Barbecued Chicken with Barbacue Sauce
Beer;American Amber Lager;Barbecued Chicken with Barbacue Sauce
Beer;American Amber Ale;Barbecued Chicken with Barbacue Sauce
White Wine;White Zinfandel;Barbecue
Beer;Wheat Beer;Barbecue
Red Wine;Syrah;Barbecue
Beer;Smoked Beer;Barbecue
Red Wine;Shiraz;Barbecue
Rose;Rosedo;Barbecue
Rose;Rose;Barbecue
Other;Rioja, Red or White;Barbecue
Red Wine;Pinotage, South Africa;Barbecue
Red Wine;Petite Sirah;Barbecue
Beer;Pale Ale;Barbecue
Other;Oaked Wine;Barbecue
Liquor;Mint Julep;Barbecue
Red Wine;Merlot;Barbecue
Red Wine;Malbec;Barbecue
Pop;Iced Tea;Barbecue
Red Wine;Grenache;Barbecue
White Wine;Gewurztraminer;Barbecue
Red Wine;Garnacha;Barbecue
Red Wine;Chianti DOCG;Barbecue
Sparkling Wine;Champagne, Rose;Barbecue
Red Wine;Cotes du Rhone, Red;Barbecue
Beer;Beer;Barbecue
Beer;Beer;Barbecue
Red Wine;Beaujolais;Barbecue
Beer;Amber Ale;Barbecue
Beer;Amber Ale;Barbecue
Beer;Ale, Very Hoppy;Barbecue
Rose;Rose;Banon Cheese
Red Wine;Crozes Hermitage, Red;Banon Cheese
White Wine;Burgundy, White;Banon Cheese
Beer;British Brown Ale;Bangers and Mash
Beer;Wheat Beer;Banana
Sparkling Wine;Sparkling Wine, Rose;Banana
Sherry;Sherry, PX;Banana
Dessert Wine;Sauternes;Banana
Liquor;Rum and Rum Based Drinks;Banana
Rose;Rose;Banana
Dessert Wine;Quarts de Chaume;Banana
Port;Port, Tawny;Banana
Port;Port;Banana
White Wine;Muscat, Alsace;Banana
Dessert Wine;Muscat de Beaumes-de-Venise;Banana
Fortified Wine;Madeira, Malmsey;Banana
Fortified Wine;Madeira;Banana
Dessert Wine;Late Harvest Riesling;Banana
Beer;Imperial Stout;Banana
White Wine;Gewurztraminer;Banana
Dairy;Chocolate;Banana
Sparkling Wine;Champagne;Banana
Liquor;Brandy;Banana
Dessert Wine;Banyuls;Banana
Dessert Wine;Tokaji, Hungary;Baklava
Tea;Tea;Baklava
White Wine;Sauternes;Baklava
White Wine;Riesling;Baklava
Port;Port, Tawny;Baklava
Dessert Wine;Muscat de Beaumes-de-Venise;Baklava
White Wine;Muscat;Baklava
White Wine;Riesling;Baked Fish
White Wine;Chardonnay;Baked Fish
Red Wine;Barbera DOC;Baked Chicken with Tomato Sauce
White Wine;Chardonnay;Baked Chicken with Cream Sauce
Red Wine;Zinfandel;Baked Beans
Red Wine;Shiraz;Baked Beans
Red Wine;Primitivo;Baked Beans
Red Wine;Pinot Noir;Baked Beans
Red Wine;Nebbiolo;Baked Beans
Red Wine;Grenache;Baked Beans
Beer;English Brown Ale;Baked Beans
Beer;Doppelbock;Baked Beans
Red Wine;Cabernet Franc;Baked Beans
Beer;Beer;Baked Beans
Beer;American Brown Ale;Baked Beans
Sparkling Wine;Sparkling Wine;Baked Alaska
Sparkling Wine;Asti Spumante, (DOCG);Baked Alaska
Sparkling Wine;Asti Frizzante, (DOCG);Baked Alaska
White Wine;Sauvignon Blanc;Bagna Cauda
White Wine;Gavi/Cortese di Gavi (DOCG);Bagna Cauda
Red Wine;Dolcetto;Bagna Cauda
Red Wine;Barbera DOC;Bagna Cauda
Red Wine;Zinfandel;Bacon
Beer;Witbier/Belgian White Beer;Bacon
Beer;Weisse/Weissbier;Bacon
Red Wine;Tempranillo;Bacon
Red Wine;Syrah;Bacon
Beer;Stout;Bacon
Sparkling Wine;Sparkling Wine;Bacon
Beer;Smoked Beer;Bacon
Red Wine;Shiraz;Bacon
Sherry;Sherry, Oloroso;Bacon
Rose;Rose;Bacon
Other;Rioja, Red or White;Bacon
White Wine;Riesling, Spatlese;Bacon
Red Wine;Pinot Noir;Bacon
Red Wine;Pinot Noir;Bacon
Red Wine;Pinot Noir;Bacon
White Wine;Pinot Gris, Alsace;Bacon
Beer;Pilsner;Bacon
Red Wine;Merlot;Bacon
Red Wine;Malbec;Bacon
Red Wine;Lambrusco;Bacon
Red Wine;Grenache;Bacon
White Wine;Gruner Veltliner;Bacon
Beer;Dubbel;Bacon
Beer;Doppelbock;Bacon
Beer;Cider, Hard;Bacon
White Wine;Chablis;Bacon
Red Wine;Burgundy, Red;Bacon
Red Wine;Beaujolais;Bacon
Beer;American Wheat Beer;Bacon
Sparkling Wine;Asti Frizzante, (DOCG);Baby Swiss Cheese
White Wine;Gavi/Cortese di Gavi (DOCG);Baby Octopus Salad
Red Wine;Beaujolais;Baby Bel Cheese
White Wine;White Zinfandel;Baba Ghanoush
White Wine;Vernaccia;Baba Ghanoush
White Wine;Sauvignon Blanc;Baba Ghanoush
White Wine;Sancerre;Baba Ghanoush
Rose;Rose;Baba Ghanoush
White Wine;Pinot Grigio;Baba Ghanoush
Sparkling Wine;Champagne, Rose;Baba Ghanoush
White Wine;Vouvray;Bernaise
Sparkling Wine;Sparkling Wine;Bernaise
White Wine;Riesling;Bernaise
White Wine;Pinot Gris;Bernaise
White Wine;Chardonnay;Bernaise
Red Wine;Beaujolais;Bernaise
White Wine;Sauvignon Blanc;Bucheron Cheese
White Wine;Chardonnay;Bucheron Cheese
White Wine;Torrontes;Avocado
Juice;Tomatoe Based Drinks;Avocado
Sparkling Wine;Sparkling Wine;Avocado
White Wine;Sauvignon Blanc;Avocado
White Wine;Sancerre;Avocado
Rose;Rose;Avocado
Rose;Rose;Avocado
White Wine;Pinot Gris;Avocado
White Wine;Pinot Blanc;Avocado
Beer;Pale Ale;Avocado
White Wine;Lambrusco;Avocado
Beer;India Pale Ale - IPA;Avocado
White Wine;Gruner Veltliner;Avocado
White Wine;Gewurztraminer;Avocado
White Wine;Chardonnay;Avocado
White Wine;Chardonnay;Avocado
Sparkling Wine;Champagne, Brut;Avocado
Sparkling Wine;Champagne;Avocado
White Wine;Chablis;Avocado
Liquor;Caesar;Avocado
Liquor;Bloody Mary;Avocado
Red Wine;Beaujolais;Avocado
White Wine;Sauternes;Autumn
Red Wine;Rhone, Red Wine;Autumn
Red Wine;Red Wine;Autumn
White Wine;Hermitage, Red/White;Autumn
Sparkling Wine;Champagne;Autumn
Red Wine;Burgundy, Red;Autumn
Red Wine;Bordeaux AOC Red;Autumn
Juice;Apple Cider;Autumn
Beer;Wheat Beer;Asparagus Salad
White Wine;Sauvignon Blanc;Asparagus Salad
White Wine;Chardonnay, Unoaked;Asparagus Salad
Beer;Wheat Beer;Asparagus
White Wine;Vouvray;Asparagus
White Wine;Verdicchio;Asparagus
Sparkling Wine;Sparkling Wine;Asparagus
White Wine;Soave (Superiore);Asparagus
White Wine;Semillon;Asparagus
White Wine;Sauvignon Blanc;Asparagus
White Wine;Sancerre;Asparagus
Other;Sake;Asparagus
White Wine;Riesling;Asparagus
White Wine;Riesling;Asparagus
White Wine;Riesling;Asparagus
Red Wine;Red Wine;Asparagus
Sparkling Wine;Prosecco;Asparagus
White Wine;Pouilly Fume;Asparagus
White Wine;Pinot Gris;Asparagus
White Wine;Pinot Grigio;Asparagus
White Wine;Muscat, Alsace;Asparagus
Dessert Wine;Muscat;Asparagus
White Wine;Muscadet;Asparagus
White Wine;Graves, White;Asparagus
White Wine;Gruner Veltliner;Asparagus
White Wine;Gewurztraminer;Asparagus
White Wine;Fume Blanc;Asparagus
White Wine;Chenin Blanc, Loire Valley;Asparagus
Sparkling Wine;Champagne;Asparagus
White Wine;Bordeaux, White, Dry;Asparagus
Red Wine;Zinfandel;Asian Style Stir Fry with Soy Sauce
Red Wine;Zinfandel;Asian Style Stir Fry with Soy Sauce
Red Wine;Merlot;Asian Style Stir Fry with Soy Sauce
White Wine;Riesling;Asian Style Salad
White Wine;Viognier;Asian Cuisine
White Wine;Tokaji;Asian Cuisine
Red Wine;Syrah;Asian Cuisine
Sparkling Wine;Sparkling Wine;Asian Cuisine
Red Wine;Shiraz;Asian Cuisine
White Wine;Sauvignon Blanc;Asian Cuisine
White Wine;Sauvignon Blanc;Asian Cuisine
Rose;Rose;Asian Cuisine
White Wine;Riesling, Alsace;Asian Cuisine
White Wine;Riesling;Asian Cuisine
Red Wine;Pinot Noir;Asian Cuisine
Beer;Pilsner;Asian Cuisine
Red Wine;Nero d'Avola;Asian Cuisine
Beer;Light Ale;Asian Cuisine
Beer;Lager;Asian Cuisine
White Wine;Gewurztraminer;Asian Cuisine
White Wine;Chardonnay;Asian Cuisine
White Wine;Chardonnay;Asian Cuisine
White Wine;Chardonnay;Asian Cuisine
Sparkling Wine;Champagne;Asian Cuisine
Sherry;Sherry, Fino;Asiago Cheese
Red Wine;Nebbiolo;Asiago Cheese
White Wine;Chardonnay;Asiago Cheese
Red Wine;Barolo;Asiago Cheese
Red Wine;Barbera DOC;Asiago Cheese
Red Wine;Barbaresco DOCG;Asiago Cheese
White Wine;Sauvignon Blanc;Arugula
White Wine;Pinot Blanc;Arugula
White Wine;Gruner Veltliner;Arugula
White Wine;Chardonnay;Arugula
White Wine;Chablis;Arugula
Red Wine;Cabernet Sauvignon;Arugula
White Wine;Arneis;Arugula
White Wine;Vouvray;Artichokes
White Wine;Viognier;Artichokes
White Wine;Vernaccia;Artichokes
Rose;Tavel;Artichokes
White Wine;Soave (Superiore);Artichokes
Sherry;Sherry, Manzanilla;Artichokes
Sherry;Sherry, Fino;Artichokes
White Wine;Semillon;Artichokes
White Wine;Sauvignon Blanc;Artichokes
White Wine;Sancerre;Artichokes
Rose;Rose;Artichokes
White Wine;Rioja, White;Artichokes
White Wine;Riesling, Alsace;Artichokes
Red Wine;Red Wine;Artichokes
White Wine;Pouilly Fume;Artichokes
White Wine;Pinot Gris, Alsace;Artichokes
White Wine;Orvieto (DOC);Artichokes
Dessert Wine;Muscadet;Artichokes
White Wine;Macon, White;Artichokes
White Wine;Greco di Tufo, White;Artichokes
White Wine;Gruner Veltliner;Artichokes
White Wine;Chenin Blanc;Artichokes
Sparkling Wine;Champagne, Brut;Artichokes
Sparkling Wine;Champagne, Blanc de blancs;Artichokes
White Wine;Chablis;Artichokes
Red Wine;Brouilly, Red;Artichokes
Rose;Bandol Rose AOC;Artichokes
White Wine;Arneis;Artichokes
Beer;Pilsner;Artichoke Salad
White Wine;Vinho Verde;Artichoke Pizza
White Wine;Gruner Veltliner;Artichoke Pizza
Red Wine;Barbera DOC;Artichoke Pizza
Dessert Wine;Sauternes;Apricot Dessert
Port;Port, Tawny;Apricot Dessert
Dessert Wine;Muscat, Orange;Apricot Dessert
Fortified Wine;Muscat de Beaumes-de-Venise;Apricot Dessert
Fortified Wine;Muscat;Apricot Dessert
Sparkling Wine;Moscato d'Asti;Apricot Dessert
Fortified Wine;Madeira;Apricot Dessert
Dessert Wine;Late Harvest Riesling;Apricot Dessert
Dessert Wine;Ice Wine;Apricot Dessert
Beer;Apricot Ale;Apricot Dessert
White Wine;Viognier;Apricot
White Wine;Verduzzo;Apricot
Dessert Wine;Riesling, Late Harvest;Apricot
White Wine;Riesling, Auslese;Apricot
Pop;Gingerale;Apricot
White Wine;Condrieu (AOC);Apricot
White Wine;Chenin Blanc, Loire Valley;Apricot
White Wine;Chenin Blanc;Apricot
Dessert Wine;Bonnezeaux;Apple Tatin
Dessert Wine;Sauternes;Apple Pie
White Wine;Riesling;Apple Pie
